titulo,categoria,data,n_palavras,classe_real,previsao_regressao_logistica,previsao_random_forest,acertou_lr,acertou_rf,classe_real_label
Coronavírus no mundo: onde os casos estão subindo e onde estão caindo,saúde,2020-06-29,67.0,1,1,1,True,True,Real
vídeo mostrar robô caminhar igual o humano verdade,entretenimento,2019-01-12,23.0,0,0,0,True,True,Fake
É #FAKE foto que mostra Cleo usando camiseta com inscrição crítica a Moro,entretenimento,2020-01-17,68.0,0,0,0,True,True,Fake
"

SBT voltará a exibir “A Semana do Presidente” com Jair Bolsonaro #boato 
",entretenimento,2021-02-24,30.0,0,1,0,False,True,Fake
"

Sérgio Reis escreveu carta sobre Ditadura no Diário de São Paulo hoje #boato 
",entretenimento,2020-11-12,181.0,0,0,0,True,True,Fake
"

Pastor na Itália reabre igreja com fotos de fiéis que morreram de Covid-19 #boato 
",entretenimento,2020-06-22,48.0,0,0,1,True,False,Fake
Vacina contra Covid: como os imunizantes impedem ou não a disseminação de doenças na sociedade,ciência,2021-02-22,63.0,1,1,0,True,False,Real
"

China está enviando sementes e ervas envenenadas para EUA e outros países #boato 
",mundo,2020-08-07,44.0,0,0,0,True,True,Fake
TCU aponta omissões graves de Pazuello em gestão da pandemia e sugere punição  ,política,2021-04-15,200.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre chineses construindo ferrovia ligando Mato Grosso ao Maranhão,mundo,2019-10-25,64.0,0,0,0,True,True,Fake
MSC Cruzeiros estende paralisação das operações de frota até o fim de maio  ,saúde,2020-03-30,99.0,1,1,1,True,True,Real
É #FAKE que governador de Sergipe disse que quem descumprir toque de recolher levará 'porrada da polícia',brasil,2021-03-26,68.0,0,0,0,True,True,Fake
Estudo aponta que divulgação de casos de covid pode demorar até 7 semanas  ,saúde,2020-08-25,111.0,1,1,1,True,True,Real
foto bananeiro cacho falso entender o foto,entretenimento,2020-09-12,22.0,0,0,0,True,True,Fake
É enganoso vídeo que denuncia suposta fraude nas urnas em João Pessoa,política,2020-12-04,14.0,0,0,0,True,True,Fake
Ministro da Saúde pede ao Congresso R$ 5 bilhões para combate ao coronavírus,política,2020-03-11,108.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre bonecas androide feitas na China,mundo,2019-11-27,71.0,0,0,0,True,True,Fake
"

Lindbergh Farias é flagrado comprando drogas no Morro do Vidigal (Rio de Janeiro) #boato 
",política,2019-10-14,16.0,0,0,0,True,True,Fake
França mantém restaurantes e estações de esqui fechados em batalha contra covid-19  ,saúde,2021-01-07,55.0,1,1,1,True,True,Real
Diagnóstico positivo de Doria para covid não indica ineficácia da Coronavac  ,saúde,2021-07-16,83.0,0,0,0,True,True,Fake
"

Cid Gomes foi atingido por balas de borracha e armou farsa sobre ferimentos #boato 
",política,2020-02-23,112.0,0,0,0,True,True,Fake
"
  Publicações com falas atribuídas ao ex-presidente Lula, chamado de “genocida”, são enganosas",política,2021-05-27,79.0,0,0,0,True,True,Fake
Colômbia autoriza importação da vacina CoronaVac  ,saúde,2021-02-04,105.0,1,1,1,True,True,Real
Denúncia na ONU: Bolsonaro e aliados realizaram 449 ataques contra imprensa  ,política,2020-09-28,98.0,1,1,1,True,True,Real
Holanda é último país da União Europeia a iniciar vacinação contra covid-19  ,saúde,2021-01-06,62.0,1,1,1,True,True,Real
"

Reforma da Previdência não muda nada nas regras de aposentadoria de pobres e mulheres #boato 
",política,2019-03-05,260.0,0,0,0,True,True,Fake
"Crise da covid-19 aprofundou desigualdades, diz secretário-geral da ONU  ",saúde,2021-01-25,77.0,1,1,1,True,True,Real
Bolsonaro pressiona senador a pedir abertura de impeachment de ministros do STF  ,política,2021-04-11,121.0,1,1,1,True,True,Real
Doria confirma liberação de insumos para produção da CoronaVac  ,política,2021-04-08,91.0,1,1,1,True,True,Real
"
  Foto de pessoas saudando tanque militar foi feita em 1959 em Cuba, e não em 1964 no Brasil",política,2021-03-22,66.0,0,0,0,True,True,Fake
É #FAKE que PT entrou com ação no STF para impedir redução do preço do gás,política,2019-08-07,63.0,0,0,0,True,True,Fake
EUA: Flórida tem novo recorde no registro diário de mortes por covid-19  ,saúde,2020-07-16,96.0,1,1,1,True,True,Real
"Por que o dólar despencou e a Bolsa disparou nesta semana, em meio à covid?  ",saúde,2020-06-05,116.0,1,1,1,True,True,Real
"Sputnik: Veto da Anvisa foi político, diz chefe de comitê científico do NE  ",saúde,2021-04-28,98.0,1,1,1,True,True,Real
É #FAKE que fumaça preta vista em crematório de Porto Alegre seja resultado do acúmulo de mortos por Covid-19,brasil,2021-03-24,90.0,0,0,0,True,True,Fake
Novas investigações sobre a foto da Menina Fantasma do Corredor!,entretenimento,2021-08-14,34.0,0,0,0,True,True,Fake
É falso que máscaras não ajudam controlar pandemia. Ciência atesta eficácia  ,ciência,2020-08-07,76.0,0,0,0,True,True,Fake
Generais da reserva discordam de decisão do Exército de não punir Pazuello  ,política,2021-06-03,97.0,1,1,1,True,True,Real
Pazuello deveria pleitear uma delação premiada  ,política,2021-01-27,100.0,1,1,1,True,True,Real
"Conta de água sobe 3,4% em cidades com atendimento da Sabesp  ",saúde,2020-08-17,82.0,1,1,1,True,True,Real
Arthur do Val contesta investigação sobre vídeo em SP: 'Não foi encenação'  ,política,2020-09-28,135.0,1,1,1,True,True,Real
"Brasil chega a 3.125 mortos em média na semana, o maior índice da pandemia  ",política,2021-04-12,92.0,1,1,1,True,True,Real
Bisavó de 106 anos recebe alta depois de se recuperar do coronavírus  ,saúde,2020-04-15,114.0,1,1,1,True,True,Real
Vídeo não prova fraude em eleição de 2014  ,política,2021-07-15,90.0,0,0,0,True,True,Fake
Site engana ao afirmar que Anvisa ‘confessa ineficácia de máscaras’ contra a covid,saúde,2021-07-29,40.0,0,0,0,True,True,Fake
"

Uso prolongado de máscaras de proteção causa hipóxia (baixa oxigenação) #boato 
",saúde,2020-05-06,100.0,0,0,0,True,True,Fake
"Estudo italiano é verdadeiro, mas pesquisadores não propõem uso da hidroxicloroquina como potencial tratamento para covid-19",saúde,2020-08-31,18.0,0,0,0,True,True,Fake
Paciente acamado há 37 anos e com síndrome de Down vence covid-19  ,saúde,2020-06-22,92.0,1,1,1,True,True,Real
"

Piloto se recusa a cumprimentar Lula durante embarque em avião #boato 
",política,2019-03-02,73.0,0,1,1,False,False,Fake
"

Lula agradece Marcola do PCC em discurso após sair da prisão #boato 
",política,2019-11-14,35.0,0,0,0,True,True,Fake
"

Igreja Universal faz tatuagem de cruz para marcar a mão dos fiéis #boato 
",entretenimento,2019-02-19,131.0,0,0,0,True,True,Fake
Janot não denunciou ministros do STF nem disse que eles seriam presos  ,política,2019-10-09,59.0,0,0,0,True,True,Fake
"Incêndios no Pantanal causam devastação, matam animais e emitem alerta climático  ",política,2020-09-14,81.0,1,0,0,False,False,Real
"

Quem dirigir sem máscara vai levar multa de R$ 128 e três pontos na carteira #boato 
",saúde,2020-04-29,27.0,0,0,0,True,True,Fake
"

Boca Juniors é o time do judaísmo, não joga aos sábados e homenageou o Sr. Jacob #boato 
",entretenimento,,82.0,0,0,0,True,True,Fake
"

Prisão de Sérgio Reis acaba de ser decretada por Alexandre de Moraes #boato 
",política,2021-08-15,68.0,0,0,0,True,True,Fake
Diretora da OMS não recomenda que vacina contra covid-19 seja obrigatória  ,saúde,2020-10-21,77.0,1,1,1,True,True,Real
Procuradoria pede que MP apure se Crivella cometeu crime eleitoral  ,política,2020-09-01,104.0,1,1,1,True,True,Real
"Soldados da 2ª Guerra admirariam luta contra covid-19, diz rainha Elizabeth  ",saúde,2020-05-08,94.0,1,1,1,True,True,Real
Brasil tem 1.054 vítimas de Covid nas últimas 24 horas; média móvel de mortes bate nono recorde seguido,ciência,2021-03-07,85.0,1,1,1,True,True,Real
Veja o que é #FATO ou #FAKE nas declarações dos candidatos à Prefeitura do Rio na 1ª semana de campanha,política,2020-10-03,155.0,0,0,0,True,True,Fake
AM demite médica que fez nebulização de hidroxicloroquina; paciente morreu  ,política,2021-04-15,65.0,1,1,1,True,True,Real
Estudo com hidroxicloroquina não comprova eficácia no ‘tratamento precoce’,saúde,2021-06-15,26.0,0,0,0,True,True,Fake
"
  Comparação entre papa e Bolsonaro sem máscara ignora estágio da pandemia nos dois países",entretenimento,2021-06-24,50.0,0,0,0,True,True,Fake
"

Vídeo mostra abertura do vertedouro da barragem de Três Marias, em Minas Gerais #boato 
",brasil,2020-03-07,122.0,0,1,1,False,False,Fake
CEO da Sinovac: 'Confiante em que podemos mudar a situação da pandemia'  ,saúde,2021-01-25,58.0,1,1,1,True,True,Real
"Ação federal ajudaria a conter variante 'galopante' do vírus, diz Gabbardo  ",saúde,2021-03-04,72.0,1,1,1,True,True,Real
"

Vídeo mostra ataque de drone que matou general iraniano Qasem Soleimani #boato 
",mundo,2020-01-06,82.0,0,0,0,True,True,Fake
Greta diz que é preciso combater coronavírus e crise climática 'ao mesmo tempo'  ,saúde,2020-04-22,106.0,1,1,1,True,True,Real
Vídeo de grupo bolsonarista engana ao falar em “mobilização nacional para a reabertura do comércio”,saúde,2020-04-09,11.0,0,0,0,True,True,Fake
Coronavírus: Seleção chinesa feminina entra em quarentena na Austrália  ,saúde,2020-01-29,57.0,1,1,1,True,True,Real
"
  Escolhida para produzir urnas eletrônicas, Positivo não foi comprada pela chinesa Lenovo",brasil,2020-07-29,72.0,0,0,0,True,True,Fake
"

Bolsonaro votou contra a Lei Brasileira de Inclusão (LBI) na Câmara #boato 
",política,,26.0,0,0,0,True,True,Fake
Coronavírus: EUA têm 109.192 mortes e 1.891.690 casos confirmados  ,saúde,2020-06-06,155.0,1,1,1,True,True,Real
Vinícolas reabrem com mais experiências ao ar livre e degustações online  ,saúde,2020-07-15,95.0,1,1,1,True,True,Real
"

José Dirceu e George Soros iriam fantasiar militantes do MST de índios em protesto em Brasília #boato 
",política,2019-04-20,202.0,0,0,0,True,True,Fake
"Gestantes passam anticorpos contra covid-19 para os bebês, diz estudo",saúde,2021-02-27,106.0,1,0,1,False,True,Real
"Disney pode verificar temperatura de visitantes quando parques temáticos reabrirem, diz presidente  ",saúde,2020-04-08,74.0,1,1,1,True,True,Real
"Luciano Hang, dono da Havan, está internado com covid-19 em São Paulo  ",saúde,2021-01-19,71.0,1,1,1,True,True,Real
"Em audiência nos EUA, Twitter, Google e Facebook defendem seus métodos de moderação de conteúdo",política,2020-10-28,95.0,1,1,0,True,False,Real
"

Fernando Pessoa escreveu texto que começa com “meus amigos são todos assim” #boato 
",entretenimento,,37.0,0,0,0,True,True,Fake
Dados preliminares de estudo britânico identificam remédio que pode reduzir mortes de pacientes graves com Covid-19,ciência,2020-06-16,186.0,1,1,1,True,True,Real
Bulgari doa 200 mil frascos de álcool em gel para médicos na Itália  ,saúde,2020-03-26,189.0,1,1,1,True,True,Real
"

Facebook tem acesso a todos os dados de sua conta bancária #boato 
",entretenimento,2021-03-18,32.0,0,0,0,True,True,Fake
Estudo sugere que a cobra é o hospedeiro de coronavírus na China  ,saúde,2020-01-23,99.0,1,1,1,True,True,Real
Procurador pede para sair de grupo de trabalho da Lava Jato na PGR ,política,2020-03-05,94.0,1,1,0,True,False,Real
Deputada defende 'comissão da verdade' sobre monumentos de São Paulo  ,política,2020-07-23,108.0,1,1,1,True,True,Real
UOL transmite Roda Viva com o médico Eugênio Scannavino  ,saúde,2019-12-07,112.0,1,1,1,True,True,Real
Audiências da Operação Spoofing são adiadas por problemas técnicos  ,política,2021-05-04,43.0,1,1,1,True,True,Real
"

Itaú e Turma da Mônica estão dando livros e gibis para quem compartilhar link no WhatsApp #boato 
",entretenimento,,110.0,0,0,0,True,True,Fake
É #FAKE que decreto presidencial obriga homens a servir ao Exército durante o carnaval,brasil,2019-02-26,119.0,0,0,0,True,True,Fake
Trump volta atrás em promessa de vacina contra coronavírus até o fim do ano  ,saúde,2020-05-05,55.0,1,1,1,True,True,Real
"EUA tem 16 mil casos de coronavírus e 215 mortos, diz CNN  ",saúde,2020-03-20,25.0,1,1,1,True,True,Real
"

Chineses não usam máscaras em reunião no Instituto Butantan, no Brasil #boato 
",saúde,2020-12-14,15.0,0,0,0,True,True,Fake
vídeo mostrar camaleão trocar cor verdadeiro falsar,entretenimento,2020-11-14,13.0,0,0,0,True,True,Fake
Ministro Luís Roberto Barroso é eleito novo presidente do TSE,política,2020-04-16,63.0,1,1,1,True,True,Real
Dois dilemas sobre os direitos humanos,política,2020-03-07,423.0,1,1,0,True,False,Real
"Como manter a mente sã em períodos de crise, como o atual  ",saúde,2020-03-31,101.0,1,1,1,True,True,Real
"Celso de Mello decide sobre sigilo da gravação de reunião ministerial até o fim da semana, informa STF",política,2020-05-18,100.0,1,1,1,True,True,Real
charlie chaplin ficar terceirar concurso sósia charlie chaplin,entretenimento,2020-10-24,30.0,0,0,0,True,True,Fake
"
  Não há evidências científicas sobre a necessidade de trocar escova dental após caso de covid-19",saúde,,78.0,0,0,0,True,True,Fake
Deputadas do PSOL do RJ denunciam deputado do Novo por associá-las ao crime  ,política,2020-08-07,124.0,1,1,1,True,True,Real
"Após 25 anos do massacre de Eldorado dos Carajás, MST congela invasões",brasil,,695.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre ataque aéreo a comboio de general iraniano,mundo,2020-01-06,60.0,0,0,0,True,True,Fake
PGR pede ao STF que inquérito sobre Pazuello vá para a primeira instância,brasil,,185.0,1,1,1,True,True,Real
"

Número de mortes diárias por Covid-19 caiu por causa de investigação de Nelson Teich e Sérgio Moro #boato 
",saúde,2020-04-23,36.0,0,0,1,True,False,Fake
"Bolsonaro luta para não ser culpado por 'negligência criminosa', diz especialista em ditaduras latinas  ",política,2021-03-31,85.0,1,1,1,True,True,Real
É falsa corrente que acusa embaixada nos EUA de ser 'reduto do PT'  ,mundo,2019-08-06,112.0,0,0,0,True,True,Fake
"Sem isolamento e ações contra a Covid-19, Brasil pode ter até 1 milhão de mortes na pandemia, diz estudo",ciência,2020-03-27,127.0,1,1,1,True,True,Real
É #FAKE que haja 100 mil ONGs na Amazônia e nenhuma no Nordeste,brasil,2019-08-27,93.0,0,0,0,True,True,Fake
"""Vão ao templo testemunhar o cofre"", diz Lancellotti sobre decisão do STF  ",política,2021-04-04,95.0,1,1,1,True,True,Real
"Imunidade de rebanho: por que a OMS descarta alcançar imunidade coletiva contra covid-19 em 2021, mesmo com vacinas  ",saúde,2021-01-12,49.0,1,1,1,True,True,Real
"
  O imóvel supostamente comprado por Lula ainda está à venda",brasil,2020-11-13,76.0,0,0,0,True,True,Fake
"

Curso obrigatório para professores ensina como atrapalhar governo Bolsonaro #boato 
",política,2018-12-02,78.0,0,0,0,True,True,Fake
Ala ideológica no Planalto: quem saiu e quem permanece no governo Bolsonaro,brasil,,697.0,1,1,1,True,True,Real
Márcio França acena a Bolsonaro e PDT cogita veto a aliança com o PSB  ,política,2020-08-12,115.0,1,1,1,True,True,Real
Bolivianos acampados em Santiago poderão voltar ao seu país após quarentena  ,saúde,2020-04-28,90.0,1,1,1,True,True,Real
É #FAKE que vídeo mostre hospital vazio na PB e revele farsa da Covid-19,brasil,2021-04-28,81.0,0,0,0,True,True,Fake
"

Aulas de Jean Wyllys em Harvard foram canceladas por falta de alunos #boato 
",política,2019-10-18,66.0,0,0,0,True,True,Fake
"

Ecoterroristas usam drone para causar incêndios na Califórnia (EUA) 
",mundo,,25.0,0,0,0,True,True,Fake
É falso que Boulos tenha cobrado aluguel de moradores sem-teto,política,2020-11-24,29.0,0,0,0,True,True,Fake
o hacker presar pelar pf dirigir land rover nome manuela d’ávila,entretenimento,2019-08-16,36.0,0,0,0,True,True,Fake
,política,2019-11-24,49.0,0,0,0,True,True,Fake
"Zambelli e Doria discutem em palanque, e deputada diz: 'gritou feito louco'  ",política,2021-05-28,62.0,1,1,1,True,True,Real
Câmara aprova PL que autoriza contratação privada de UTIs para o SUS  ,saúde,2021-03-24,81.0,1,1,1,True,True,Real
Prefeito faz 'homenagem' aos homens que se cadastraram como gestantes para furar fila da vacinação,saúde,,108.0,1,1,1,True,True,Real
É #FAKE que recontagem em condado de Michigan mostra virada de Trump no estado,mundo,2020-11-10,49.0,0,0,0,True,True,Fake
"É #FAKE que a Justiça Eleitoral indeferiu candidatura de Vantoil Martins à Prefeitura de Iguaba Grande, no Rio",política,2019-06-01,64.0,0,0,0,True,True,Fake
homofóbico atirar vezar médico ejacular exame próstata,entretenimento,2020-09-17,21.0,0,0,0,True,True,Fake
"Apuração da eleição brasileira é aberta a qualquer pessoa, ao contrário do que afirma post",política,2020-11-18,21.0,0,0,0,True,True,Fake
"

Palmeiras vai doar renda de jogo para vítimas de incêndio no CT do Flamengo #boato 
",entretenimento,2019-02-11,121.0,0,0,0,True,True,Fake
"

Julgamento no STF sobre segunda instância é ilegal por causa da mudança de jurisprudência #boato 
",política,2019-11-19,91.0,0,1,1,False,False,Fake
"

Spray nasal contra Covid-19 que interessou Bolsonaro começa a ser vendido em Israel #boato 
",política,2021-07-20,27.0,0,0,0,True,True,Fake
Médico chefe da Rio-2016 supera Covid e deixa UTI após um mês  ,saúde,2020-05-18,135.0,1,1,1,True,True,Real
"

Vacina do novo coronavírus (Covid-19) virá com microchip para colher identidade da população #boato 
",saúde,2020-03-26,107.0,0,1,1,False,False,Fake
"É #FAKE que Facebook, Instagram e WhatsApp foram bloqueados por tempo indeterminado em razão de ataque em Suzano",entretenimento,2019-03-13,67.0,0,0,0,True,True,Fake
"

Advogada Olga Nikolaevna alerta para golpe em mensagens de bom dia e números que clonam #boato 
",entretenimento,2020-10-07,233.0,0,0,0,True,True,Fake
Redução do adicional de periculosidade só valerá para jovens que aceitarem seguro opcional,política,2019-11-26,14.0,0,0,0,True,True,Fake
É #FAKE mensagem em vídeo que diz que álcool gel não funciona como forma de prevenção contra o coronavírus,ciência,2020-02-28,68.0,0,0,0,True,True,Fake
Governador do Piauí prorroga isolamento social no estado até 6 de julho  ,saúde,2020-06-22,105.0,1,1,1,True,True,Real
"

José Carlos ganhou concurso de física e vai representar o Brasil nas Olimpíadas #boato 
",ciência,2019-02-22,24.0,0,0,0,True,True,Fake
"Número de mortos por coronavírus passa de 90 mil na Europa, diz balanço  ",saúde,2020-04-16,65.0,1,1,1,True,True,Real
"

Teste de unha identifica se há alguém lhe espiando em um espelho de duas direções #boato 
",ciência,,167.0,0,0,0,True,True,Fake
É #FAKE que vídeo mostre remédio e que ele revele um alerta de sempre quebrar comprimido antes de tomar,entretenimento,2019-10-09,75.0,0,0,0,True,True,Fake
UE pede fim de bloqueios ao Reino Unido para evitar desabastecimento  ,saúde,2020-12-22,63.0,1,1,1,True,True,Real
Brasil não adere ao compromisso de 130 países de lutar contra fake news  ,saúde,2020-06-16,102.0,1,1,1,True,True,Real
África ultrapassa 110 mil casos de coronavírus com mais de 3 mil mortes  ,saúde,2020-05-25,56.0,1,1,1,True,True,Real
ex-ministro nelson teich aceitar o cargo secretário saudar paulo,política,2020-05-15,22.0,0,0,0,True,True,Fake
"Isolamento por coronavírus levará a dura crise na América Latina, prevê FMI  ",saúde,2020-04-14,91.0,1,1,1,True,True,Real
Veja o que é #FATO ou #FAKE nas entrevistas de Flávio Bolsonaro sobre o caso Queiroz ,política,2019-01-21,85.0,0,1,0,False,True,Fake
RJ: Polícia Civil e MP fazem ação contra fraude na merenda da rede estadual  ,saúde,2020-06-26,76.0,1,1,1,True,True,Real
vídeo mostrar o exato quedo mc kevin prédio,brasil,2021-05-18,30.0,0,0,0,True,True,Fake
É #FAKE que fotos revelem projeto secreto em que aviões espalham produtos químicos nocivos à saúde,entretenimento,2019-06-17,125.0,0,0,0,True,True,Fake
"

Avião da FAB passa entre as torres do Congresso Nacional #boato 
",brasil,2021-01-19,36.0,0,0,0,True,True,Fake
polvo assustador flagrar deslizar pelar praia verdade,mundo,,24.0,0,0,0,True,True,Fake
verdade defensor movimentar antivacinas internar catapora,saúde,2019-03-20,28.0,0,0,0,True,True,Fake
"Troca de ministros afeta todo o sistema de saúde, afirma secretário de SP  ",saúde,2020-05-19,80.0,1,1,1,True,True,Real
STF retoma julgamento sobre anulação das condenações de Lula nesta quinta ,brasil,,449.0,1,1,1,True,True,Real
Biden deve receber vacina contra coronavírus na próxima semana  ,saúde,2020-12-16,36.0,1,1,1,True,True,Real
É #FAKE que jornalista da GloboNews chamou nordestino de 'pobre estúpido',entretenimento,2020-08-18,94.0,0,0,0,True,True,Fake
Municípios pressionam ministério para distribuir vacinas igualmente  ,saúde,2020-12-08,94.0,1,1,1,True,True,Real
"

Irã resolve expulsar embaixador do Brasil por causa de conflitos #boato 
",mundo,2020-01-09,63.0,0,1,1,False,False,Fake
Onze fatos sobre coceira que você talvez não sabia,ciência,2019-12-28,32.0,1,0,0,False,False,Real
Sociedade de Infectologia vê discurso de Bolsonaro como 'temerário'  ,saúde,2020-03-25,117.0,1,1,1,True,True,Real
"Nicolelis: Sem vacinação de milhões de pessoas por dia, ano de 2022 já era  ",política,2021-03-20,130.0,1,1,1,True,True,Real
"Pesquisas erraram, sim, mas o feito democrata é maior do que dizem por aí  ",política,2020-11-09,158.0,1,1,0,True,False,Real
"Há evidência de que nova variante do coronavírus é mais mortal, diz Boris Johnson  ",saúde,2021-01-22,56.0,1,1,1,True,True,Real
Florianópolis terá transporte especial para profissionais da saúde  ,saúde,2020-07-20,106.0,1,1,1,True,True,Real
"

Léo Magalhães comprou direitos autorais da música Caneta Azul por R$ 700 mil #boato 
",entretenimento,2019-10-30,74.0,0,0,0,True,True,Fake
o primeiro-ministro luxemburgo chegar umar festa galar o maridar vestir,mundo,2020-09-10,31.0,0,0,0,True,True,Fake
Defensoria pede ao STJ saída urgente de Sérgio Camargo do comando da Fundação Palmares,política,2020-06-04,89.0,1,1,1,True,True,Real
"

Traficantes da Venezuela matam casal que reclamou de comida distribuída pelo governo #boato 
",mundo,2021-07-11,107.0,0,0,0,True,True,Fake
"Alvo da Justiça, ex-governador Ricardo Coutinho não pode sair à noite  ",política,2020-09-19,122.0,1,1,1,True,True,Real
"Investimento em vacina é mais barato que prorrogar auxílio, diz presidente do BC  ",saúde,2020-12-15,81.0,1,1,1,True,True,Real
"
  O experimento com um kiwi não prova que testes de antígenos são inválidos",saúde,2021-01-18,83.0,0,0,0,True,True,Fake
capar revisto charlie hebdo mostrar o stf brasileiro considerar lula santo,política,2019-11-16,22.0,0,0,0,True,True,Fake
"Trump deixa Casa Branca de helicóptero e se despede dizendo ""até breve""  ",saúde,2021-01-20,63.0,1,1,1,True,True,Real
Conselho quer saber por que Jairinho ligou para Castro após morte de Henry  ,política,2021-05-25,82.0,1,1,1,True,True,Real
Construtora Odebrecht busca sócio e novas obras para se reerguer  ,política,2021-03-18,126.0,1,1,1,True,True,Real
o igreja universal vender álcool ungir gel r$,entretenimento,2020-03-16,36.0,0,0,0,True,True,Fake
"

Xvideos anuncia no Twitter @Xv que sairá do ar no Brasil em setembro #boato 
",entretenimento,,16.0,0,0,0,True,True,Fake
Não há previsão de que o Brasil terá calor de 55°C na semana que vem  ,entretenimento,2019-01-17,45.0,0,0,0,True,True,Fake
Um dia com Collor: senador promove sorteio nas redes sociais para passeio em Brasília e café na Casa da Dinda,brasil,,134.0,1,1,1,True,True,Real
Bolsonaro pode ser chamado de genocida?  ,política,2021-03-18,200.0,1,1,1,True,True,Real
"

Bauducco abre vagas para temporada de final do ano em site no WhatsApp #boato 
",entretenimento,2019-11-14,62.0,0,0,0,True,True,Fake
"São Paulo tem ocupação de 56% em UTI e 60% em enfermarias, diz Bruno Covas  ",saúde,2020-04-13,106.0,1,1,1,True,True,Real
Homem foi preso por crime militar e não por criticar compra de ventiladores  ,brasil,2020-06-23,104.0,0,0,0,True,True,Fake
"

Sérgio Moro, ex-ministro da Justiça, é filiado ao PSDB há 21 anos (desde 1999) #boato 
",política,2020-04-27,79.0,0,0,0,True,True,Fake
Secretário de SP vê capital longe de relaxar isolamento: 'de forma nenhuma'  ,saúde,2020-04-23,101.0,1,1,1,True,True,Real
"Brasil, o país dividido entre quem manda e quem obedece  ",política,2020-07-20,85.0,1,1,1,True,True,Real
"As notícias falsas em torno do incêndio da catedral de Notre-Dame, em Paris  ",mundo,2019-04-16,109.0,0,1,1,False,False,Fake
Diretor do Sírio Libanês defende uso obrigatório de máscara: 'Protege vida'  ,saúde,2020-04-27,76.0,1,1,1,True,True,Real
verdade surgir umar epidemiar o ano século,saúde,2020-02-12,16.0,0,0,0,True,True,Fake
vídeo mostrar menino pendurar pelar cabeça verdade,saúde,2019-01-16,22.0,0,0,0,True,True,Fake
Estoques de três medicamentos para intubação de pacientes se esgotam no DF  ,saúde,2021-03-24,67.0,1,1,1,True,True,Real
"

Coca-Cola que testa positivo para Covid-19 mostra como testes são falsos #boato 
",saúde,2020-12-18,69.0,0,1,1,False,False,Fake
O UNICEF sugeriu que a pornografia pode ser positiva para crianças?,entretenimento,,32.0,0,0,0,True,True,Fake
Brasil segue na contramão do mundo e tem maior alta nos óbitos por covid  ,política,2021-03-07,74.0,1,1,1,True,True,Real
Acer fala em 'situação anormal' após aparecer como vítima de vírus de resgate com cobrança de US$ 50 milhões ,política,2021-03-23,79.0,1,0,0,False,False,Real
"
  Os macacos foram gravados nadando na piscina de um complexo residencial na Índia",saúde,2020-04-22,48.0,0,0,0,True,True,Fake
Justiça torna réus manifestantes que fizeram ato contra Alexandre de Moraes em SP,política,2020-05-12,147.0,1,1,1,True,True,Real
Cidade italiana abre visitas em bunkers alemães da 2ª Guerra Mundial  ,saúde,2020-07-03,114.0,1,1,0,True,False,Real
14 x 1: STJ confirma afastamento de Witzel do governo do Rio  ,política,2020-09-02,133.0,1,1,1,True,True,Real
 Ministra Damares não cancelou pagamento a anistiados políticos  ,política,2019-03-19,104.0,0,0,0,True,True,Fake
"

Vídeo mostra cristãos enforcados pelo Talibã por ter uma Bíblia em casa #boato 
",mundo,,157.0,0,0,0,True,True,Fake
"

Amazon celebra aniversário de 30 anos e dá presentes grátis no WhatsApp #boato 
",entretenimento,2021-03-22,133.0,0,0,0,True,True,Fake
Dallagnol critica processo contra ele no CNMP e cita caso de desembargador  ,política,2020-08-17,137.0,1,1,1,True,True,Real
"Após falar que a gripe é mais perigosa que o coronavírus, Trump volta atrás  ",saúde,2020-03-31,126.0,1,1,1,True,True,Real
"

Jean Wyllys é acusado de desvio de verbas públicas pela Polícia Federal #boato 
",política,,136.0,0,0,0,True,True,Fake
Governo pede retirada de indicação de Roberto Parente para embaixada do Congo  ,política,2021-04-19,44.0,1,0,1,False,True,Real
"

Lula diz “basta colocar arroz na mesa do nordestino que ele vota em você” e que “com R$ 10 compra um baiano” #boato 
",política,2021-06-11,21.0,0,0,0,True,True,Fake
"Europa ultrapassa marca de 100 mil mortos por Covid-19, aponta universidade",ciência,2020-04-19,80.0,1,1,1,True,True,Real
É enganoso vídeo de suposto navio venezuelano despejando óleo no Nordeste  ,brasil,2019-10-17,67.0,0,0,0,True,True,Fake
Queimadas na Amazônia: “o governo não tinha ideia de quem estava atacando” | entrevista  ,política,2020-07-29,67.0,1,1,1,True,True,Real
Até Dallagnol admite: fatos da Vaza Jato são causa de nulidade de processos  ,política,2020-07-07,122.0,1,1,1,True,True,Real
"

Lula é expulso da cidade de Bagé após sair da prisão em 2019 #boato 
",política,2019-11-18,38.0,0,0,0,True,True,Fake
Covid: Brasil contará 10 mil mortes no dia em que Bolsonaro chama churrasco  ,saúde,2020-05-09,113.0,1,1,1,True,True,Real
tv uruguai revelar lula umar mansão punta del verdade,entretenimento,2019-02-12,32.0,0,0,0,True,True,Fake
Coronavírus: EUA registram 73.297 mortes e 1.219.066 casos confirmados  ,saúde,2020-05-07,84.0,1,1,1,True,True,Real
Pacientes relatam banho frio e banheiro sujo em hospital de campanha de SP  ,saúde,2020-05-14,99.0,1,1,1,True,True,Real
